8	64	8.000000e+00	0.000000e+00	7.172305e-01	1.994533e-02	4.375311e-01	6.502813e-02	4.453912e-01	2.286650e-02	4.211218e-01	2.582380e-02	7.172305e-01	1.994533e-02	4.341333e-01	3.202671e-02	3.970672e-01	3.359094e-02	3.891328e-01	4.333454e-02	7.172305e-01	1.994532e-02	3.901434e-01	2.304010e-02	6.966340e-01	1.243108e-02	Inf	NaN	6.880634e-01	4.795235e-02	6.082202e-01	8.357370e-04
9	64	9.000000e+00	0.000000e+00	6.984141e-01	3.701179e-02	4.234362e-01	6.721681e-02	4.546307e-01	1.943401e-02	4.140262e-01	2.787042e-02	6.984141e-01	3.701179e-02	4.450471e-01	3.003730e-02	4.049850e-01	3.208420e-02	3.635834e-01	4.390489e-02	6.984141e-01	3.701171e-02	3.842060e-01	2.440078e-02	7.009981e-01	1.165792e-02	Inf	NaN	7.286097e-01	5.036607e-02	6.307178e-01	8.028699e-04
10	64	1.000000e+01	0.000000e+00	7.146954e-01	3.746287e-02	4.356141e-01	6.239544e-02	4.559136e-01	2.030038e-02	4.270456e-01	2.447660e-02	7.146954e-01	3.746287e-02	4.583183e-01	3.599933e-02	4.147238e-01	3.893067e-02	3.597941e-01	6.102901e-02	7.146954e-01	3.746288e-02	3.966685e-01	2.227613e-02	7.018055e-01	1.249778e-02	Inf	NaN	7.847888e-01	6.284017e-02	6.801755e-01	1.092844e-03
20	64	2.000000e+01	0.000000e+00	7.331034e-01	2.580194e-02	4.298679e-01	6.279059e-02	4.739280e-01	1.779131e-02	4.273001e-01	2.323251e-02	7.331034e-01	2.580194e-02	4.688597e-01	3.215903e-02	3.928128e-01	3.709228e-02	2.983894e-01	3.861773e-02	7.331034e-01	2.580194e-02	4.016943e-01	1.994262e-02	7.140598e-01	1.041090e-02	Inf	NaN	9.700924e-01	6.366730e-02	8.021245e-01	1.140172e-03
30	64	3.000000e+01	0.000000e+00	7.265310e-01	2.565568e-02	4.928939e-01	7.638617e-02	4.769214e-01	2.443130e-02	4.600237e-01	3.273495e-02	7.265310e-01	2.565568e-02	4.647919e-01	3.028059e-02	3.622015e-01	3.696628e-02	2.568245e-01	4.084607e-02	7.265311e-01	2.565562e-02	4.130485e-01	2.551379e-02	7.144123e-01	1.377619e-02	Inf	NaN	1.048822e+00	5.898125e-02	8.191455e-01	1.153293e-03
40	64	4.000000e+01	0.000000e+00	7.387820e-01	3.144437e-02	5.519083e-01	8.358174e-02	5.195495e-01	3.807785e-02	5.095900e-01	4.555772e-02	7.387820e-01	3.144437e-02	4.744503e-01	2.973151e-02	3.560655e-01	3.793628e-02	2.165387e-01	3.145711e-02	7.387819e-01	3.144433e-02	4.419617e-01	3.523015e-02	7.368596e-01	2.082064e-02	Inf	NaN	1.124370e+00	5.886522e-02	8.502244e-01	1.205350e-03
50	64	5.000000e+01	0.000000e+00	7.365743e-01	2.905869e-02	5.566061e-01	8.615580e-02	5.129766e-01	3.649183e-02	5.086937e-01	4.420010e-02	7.365743e-01	2.905869e-02	4.632503e-01	2.320708e-02	3.252954e-01	3.168687e-02	1.665144e-01	2.681381e-02	7.365743e-01	2.905861e-02	4.390853e-01	3.584353e-02	7.329915e-01	1.991368e-02	Inf	NaN	1.146110e+00	5.070526e-02	8.377023e-01	1.084690e-03
60	64	6.000000e+01	0.000000e+00	7.370900e-01	3.428521e-02	5.495331e-01	8.453653e-02	5.207199e-01	3.854610e-02	5.125253e-01	4.650524e-02	7.370900e-01	3.428521e-02	4.683097e-01	2.463210e-02	3.182307e-01	3.460402e-02	1.588324e-01	2.872064e-02	7.370900e-01	3.428522e-02	4.421478e-01	3.681211e-02	7.373531e-01	2.131472e-02	Inf	NaN	1.185636e+00	5.486114e-02	8.506915e-01	1.268082e-03
70	64	7.000000e+01	0.000000e+00	7.363910e-01	2.540227e-02	5.637181e-01	8.344737e-02	5.094773e-01	3.843769e-02	5.139346e-01	4.558106e-02	7.363910e-01	2.540227e-02	4.706559e-01	1.978986e-02	3.088905e-01	3.054014e-02	1.354120e-01	2.226656e-02	7.363910e-01	2.540216e-02	4.409714e-01	3.611053e-02	7.313630e-01	2.100027e-02	Inf	NaN	1.224949e+00	4.410784e-02	8.694000e-01	1.053227e-03
100	64	1.000000e+02	0.000000e+00	7.359781e-01	3.114327e-02	5.517354e-01	7.283564e-02	5.154471e-01	4.423332e-02	5.158539e-01	4.964486e-02	7.359781e-01	3.114327e-02	4.718602e-01	1.882468e-02	2.812865e-01	3.028265e-02	1.045876e-01	1.978424e-02	7.359781e-01	3.114324e-02	4.446814e-01	3.819839e-02	7.347307e-01	2.427824e-02	Inf	NaN	1.289844e+00	4.566331e-02	8.848294e-01	1.104113e-03
