8	64	8.000000e+00	0.000000e+00	7.660020e-01	1.864788e-02	4.028760e-01	1.000077e-02	4.743299e-01	1.218926e-02	4.335973e-01	1.003405e-02	7.660020e-01	1.864788e-02	5.847713e-01	3.719723e-02	5.529229e-01	4.089501e-02	5.388968e-01	3.857378e-02	7.660020e-01	1.864793e-02	4.144810e-01	1.388843e-02	7.159890e-01	7.345724e-03	Inf	NaN	9.922364e-01	7.404607e-02	8.915480e-01	1.184665e-03
9	64	9.000000e+00	0.000000e+00	7.977929e-01	1.709649e-02	4.885696e-01	2.727837e-02	5.125474e-01	2.519323e-02	4.944734e-01	2.581493e-02	7.977929e-01	1.709649e-02	6.083228e-01	3.384131e-02	5.750297e-01	3.745141e-02	5.542221e-01	3.602395e-02	7.977929e-01	1.709655e-02	4.475276e-01	2.528140e-02	7.386153e-01	1.389506e-02	Inf	NaN	1.060613e+00	6.944980e-02	9.657465e-01	1.111310e-03
10	64	1.000000e+01	0.000000e+00	7.942616e-01	1.565364e-02	4.836332e-01	2.682454e-02	5.115804e-01	2.445661e-02	4.912648e-01	2.492805e-02	7.942616e-01	1.565364e-02	6.058554e-01	3.359489e-02	5.698572e-01	3.715797e-02	5.404998e-01	3.513575e-02	7.942616e-01	1.565367e-02	4.437913e-01	2.401886e-02	7.380256e-01	1.328240e-02	Inf	NaN	1.073918e+00	7.109382e-02	9.719292e-01	1.165285e-03
11	64	1.100000e+01	0.000000e+00	7.945858e-01	1.605666e-02	4.843754e-01	2.704066e-02	5.117809e-01	2.477806e-02	4.917214e-01	2.520589e-02	7.945858e-01	1.605666e-02	6.044203e-01	3.472293e-02	5.668912e-01	3.848565e-02	5.447668e-01	3.688269e-02	7.945858e-01	1.605669e-02	4.444802e-01	2.434148e-02	7.381332e-01	1.351479e-02	Inf	NaN	1.070940e+00	7.312947e-02	9.709356e-01	1.187628e-03
12	64	1.200000e+01	0.000000e+00	7.934186e-01	1.739064e-02	5.230980e-01	3.764002e-02	5.291475e-01	3.156249e-02	5.198822e-01	3.350477e-02	7.934186e-01	1.739064e-02	6.009424e-01	3.359906e-02	5.589989e-01	3.759339e-02	5.004734e-01	3.597947e-02	7.934186e-01	1.739061e-02	4.552416e-01	2.686915e-02	7.471517e-01	1.677863e-02	Inf	NaN	1.110540e+00	7.577301e-02	1.003239e+00	1.228596e-03
13	64	1.300000e+01	0.000000e+00	7.996324e-01	2.972170e-02	5.390953e-01	3.180774e-02	5.709411e-01	4.320701e-02	5.453146e-01	3.749994e-02	7.996324e-01	2.972170e-02	5.883187e-01	3.630652e-02	5.460831e-01	4.062175e-02	4.463365e-01	4.506471e-02	7.996323e-01	2.972170e-02	4.812640e-01	3.805475e-02	7.700788e-01	2.385816e-02	Inf	NaN	1.096403e+00	7.500911e-02	9.982081e-01	1.292724e-03
14	64	1.400000e+01	0.000000e+00	8.111847e-01	2.588824e-02	5.319834e-01	4.839185e-02	5.451571e-01	4.459779e-02	5.265019e-01	4.862258e-02	8.111847e-01	2.588824e-02	6.122680e-01	3.384203e-02	5.676996e-01	3.838017e-02	5.083451e-01	3.876967e-02	8.111847e-01	2.588831e-02	4.724767e-01	4.297008e-02	7.569390e-01	2.428990e-02	Inf	NaN	1.147373e+00	7.660522e-02	1.042372e+00	1.233504e-03
15	64	1.500000e+01	0.000000e+00	8.077964e-01	2.382821e-02	5.235052e-01	4.429544e-02	5.386449e-01	4.452368e-02	5.244007e-01	4.551155e-02	8.077964e-01	2.382821e-02	5.788326e-01	3.073113e-02	5.281636e-01	3.539983e-02	3.742068e-01	2.717714e-02	8.077963e-01	2.382822e-02	4.689436e-01	3.966195e-02	7.530869e-01	2.407593e-02	Inf	NaN	1.141664e+00	7.224413e-02	1.027241e+00	1.284872e-03
16	64	1.600000e+01	0.000000e+00	8.134618e-01	2.560219e-02	5.932255e-01	5.933965e-02	5.804624e-01	5.361500e-02	5.768622e-01	5.527902e-02	8.134618e-01	2.560219e-02	5.788357e-01	3.064736e-02	5.255727e-01	3.551129e-02	3.629470e-01	2.343760e-02	8.134618e-01	2.560227e-02	4.937121e-01	4.483471e-02	7.749835e-01	2.877127e-02	Inf	NaN	1.163127e+00	7.304252e-02	1.047418e+00	1.249873e-03
17	64	1.700000e+01	0.000000e+00	8.148162e-01	2.515024e-02	5.470102e-01	4.770385e-02	5.617796e-01	4.726846e-02	5.487641e-01	4.578540e-02	8.148162e-01	2.515024e-02	5.790971e-01	3.206550e-02	5.238262e-01	3.724039e-02	3.743235e-01	2.951486e-02	8.148162e-01	2.515021e-02	4.836915e-01	4.264519e-02	7.653696e-01	2.551998e-02	Inf	NaN	1.160058e+00	7.530864e-02	1.042935e+00	1.332301e-03
