8	64	8.000000e+00	0.000000e+00	7.817030e-01	3.695159e-03	4.416998e-01	7.987761e-03	4.866534e-01	1.712455e-02	4.589277e-01	9.916456e-03	7.817030e-01	3.695159e-03
9	64	8.968750e+00	1.753681e-01	7.782834e-01	4.033255e-02	5.035721e-01	1.199290e-02	5.294305e-01	1.934499e-02	5.106849e-01	1.188337e-02	7.782834e-01	4.033255e-02
10	64	9.984375e+00	1.250000e-01	7.670933e-01	5.867866e-03	4.487008e-01	2.556248e-02	4.214852e-01	2.059539e-02	4.162887e-01	1.837850e-02	7.670933e-01	5.867866e-03
11	64	1.092188e+01	2.704897e-01	7.887245e-01	1.034582e-02	4.726722e-01	4.837485e-02	4.962593e-01	1.927902e-02	4.735970e-01	2.250025e-02	7.887245e-01	1.034582e-02
12	64	1.192188e+01	2.704897e-01	7.858970e-01	1.321231e-02	4.744164e-01	4.764772e-02	4.963890e-01	1.978071e-02	4.746549e-01	2.289996e-02	7.858970e-01	1.321231e-02
13	64	1.295312e+01	2.130420e-01	7.818998e-01	1.438095e-02	4.776138e-01	4.777101e-02	4.946009e-01	1.920528e-02	4.745269e-01	2.201130e-02	7.818998e-01	1.438095e-02
14	64	1.392188e+01	2.704897e-01	8.000903e-01	1.291183e-02	5.139247e-01	1.408829e-02	5.295058e-01	1.965467e-02	5.169315e-01	1.386288e-02	8.000903e-01	1.291183e-02
15	64	1.456250e+01	5.599036e-01	7.753371e-01	1.822113e-02	4.763107e-01	4.709621e-02	4.888147e-01	2.141914e-02	4.710211e-01	2.291310e-02	7.753371e-01	1.822113e-02
16	64	1.584375e+01	4.070315e-01	8.030637e-01	1.737394e-02	5.266324e-01	3.350170e-02	5.323522e-01	2.211255e-02	5.203120e-01	1.837307e-02	8.030637e-01	1.737394e-02
17	64	1.684375e+01	4.070315e-01	8.002382e-01	1.785660e-02	5.226882e-01	3.175344e-02	5.284711e-01	1.973493e-02	5.163852e-01	1.830183e-02	8.002382e-01	1.785660e-02
18	64	1.729688e+01	7.700688e-01	7.873320e-01	1.887908e-02	5.511359e-01	5.729216e-02	5.213611e-01	2.104369e-02	5.169234e-01	2.958398e-02	7.873320e-01	1.887908e-02
19	64	1.875000e+01	4.714045e-01	8.133103e-01	1.856055e-02	6.173781e-01	5.256147e-02	5.712742e-01	2.181650e-02	5.740733e-01	2.547814e-02	8.133103e-01	1.856055e-02
20	64	1.959375e+01	5.833333e-01	8.012686e-01	2.395081e-02	5.261956e-01	2.868192e-02	5.402030e-01	2.240990e-02	5.252061e-01	1.775742e-02	8.012686e-01	2.395081e-02
21	64	2.060938e+01	5.805632e-01	8.153301e-01	1.946029e-02	6.140364e-01	5.228176e-02	5.762214e-01	2.501420e-02	5.767870e-01	2.784786e-02	8.153301e-01	1.946029e-02
22	64	2.120312e+01	6.468406e-01	8.136913e-01	1.774582e-02	6.149078e-01	5.222779e-02	5.739784e-01	2.397260e-02	5.758030e-01	2.640936e-02	8.136913e-01	1.774582e-02
23	64	2.209375e+01	8.303518e-01	8.186930e-01	1.854342e-02	5.951777e-01	2.596408e-02	5.992404e-01	2.788467e-02	5.873143e-01	2.562562e-02	8.186930e-01	1.854342e-02
24	64	2.309375e+01	8.858455e-01	8.546632e-01	1.692847e-02	7.128253e-01	3.680102e-02	6.662216e-01	2.482106e-02	6.736464e-01	2.628019e-02	8.546632e-01	1.692847e-02
25	64	2.414062e+01	7.739240e-01	8.058122e-01	1.990762e-02	6.105420e-01	4.387505e-02	5.731174e-01	2.719032e-02	5.752285e-01	2.810560e-02	8.058122e-01	1.990762e-02
26	64	2.515625e+01	7.393423e-01	8.413593e-01	2.258711e-02	6.706854e-01	5.321268e-02	6.250014e-01	3.477185e-02	6.260893e-01	4.029482e-02	8.413593e-01	2.258711e-02
27	64	2.617188e+01	7.465197e-01	8.431974e-01	1.870031e-02	6.601645e-01	5.916820e-02	6.460035e-01	3.391961e-02	6.385321e-01	3.664626e-02	8.431974e-01	1.870031e-02
28	64	2.675000e+01	8.728716e-01	8.359048e-01	2.286409e-02	6.750600e-01	6.116794e-02	6.247218e-01	3.437668e-02	6.298691e-01	4.095256e-02	8.359048e-01	2.286409e-02
29	64	2.771875e+01	1.046062e+00	8.483982e-01	1.900662e-02	7.032437e-01	4.097763e-02	6.615735e-01	2.150962e-02	6.656896e-01	2.728482e-02	8.483982e-01	1.900662e-02
30	64	2.840625e+01	8.858455e-01	8.422041e-01	1.942231e-02	6.955966e-01	3.865665e-02	6.507634e-01	2.399252e-02	6.555130e-01	2.716027e-02	8.422041e-01	1.942231e-02
31	64	2.987500e+01	9.343532e-01	8.564782e-01	1.393735e-02	7.216585e-01	3.479582e-02	6.878756e-01	2.134620e-02	6.917834e-01	1.821398e-02	8.564782e-01	1.393735e-02
32	64	3.042188e+01	1.004825e+00	8.303583e-01	1.454063e-02	6.862701e-01	3.972665e-02	6.398115e-01	2.221165e-02	6.429366e-01	2.673391e-02	8.303583e-01	1.454063e-02
33	64	3.134375e+01	1.143911e+00	8.448258e-01	1.549732e-02	6.999768e-01	3.992521e-02	6.748000e-01	2.705487e-02	6.731421e-01	2.464081e-02	8.448258e-01	1.549732e-02
34	64	3.185938e+01	1.219773e+00	8.489057e-01	1.548404e-02	7.058307e-01	3.498275e-02	6.670316e-01	2.182873e-02	6.724776e-01	2.220337e-02	8.489057e-01	1.548404e-02
35	64	3.265625e+01	1.129949e+00	8.456646e-01	1.541805e-02	6.982402e-01	4.066890e-02	6.597765e-01	2.251003e-02	6.632740e-01	2.663495e-02	8.456646e-01	1.541805e-02
36	64	3.371875e+01	1.227577e+00	8.523115e-01	1.733448e-02	7.177895e-01	4.418975e-02	6.886842e-01	2.313372e-02	6.911104e-01	2.485590e-02	8.523115e-01	1.733448e-02
37	64	3.450000e+01	1.321375e+00	8.505802e-01	1.599010e-02	7.041768e-01	3.912761e-02	6.829877e-01	2.364527e-02	6.808007e-01	2.389616e-02	8.505802e-01	1.599010e-02
38	64	3.525000e+01	1.402945e+00	8.548166e-01	1.514957e-02	7.221818e-01	3.421923e-02	6.834207e-01	2.370713e-02	6.892124e-01	1.963262e-02	8.548166e-01	1.514957e-02
39	64	3.612500e+01	1.303232e+00	8.434369e-01	1.925752e-02	7.008210e-01	4.061616e-02	6.682618e-01	2.066887e-02	6.681937e-01	2.163601e-02	8.434369e-01	1.925752e-02
40	64	3.748438e+01	1.414126e+00	8.481776e-01	1.683178e-02	7.176533e-01	4.170177e-02	6.689718e-01	2.451030e-02	6.777306e-01	2.391612e-02	8.481776e-01	1.683178e-02
50	64	4.467188e+01	2.364115e+00	8.387757e-01	1.677823e-02	6.974809e-01	4.084179e-02	6.630403e-01	2.371981e-02	6.639049e-01	2.332072e-02	8.387757e-01	1.677823e-02
60	64	5.112500e+01	2.572751e+00	8.500127e-01	1.685370e-02	7.199993e-01	3.840641e-02	6.686062e-01	2.083329e-02	6.797517e-01	2.072607e-02	8.500127e-01	1.685370e-02
70	64	5.656250e+01	3.100819e+00	8.433040e-01	1.649512e-02	7.185957e-01	3.684326e-02	6.617907e-01	2.316462e-02	6.737907e-01	1.909558e-02	8.433040e-01	1.649512e-02
100	64	6.606250e+01	4.396517e+00	8.526430e-01	1.699713e-02	7.313722e-01	3.931939e-02	6.725155e-01	2.160690e-02	6.865711e-01	2.381732e-02	8.526430e-01	1.699713e-02
200	64	7.018750e+01	5.444890e+00	8.488428e-01	1.471251e-02	7.227288e-01	3.896541e-02	6.676251e-01	2.192784e-02	6.800263e-01	2.129415e-02	8.488428e-01	1.471251e-02
