8	64	8.000000e+00	0.000000e+00	7.642234e-01	1.917221e-02	4.010453e-01	1.065868e-02	4.732648e-01	1.231662e-02	4.319283e-01	1.060047e-02	7.642234e-01	1.917221e-02	5.815966e-01	3.773621e-02	5.495055e-01	4.142858e-02	5.379060e-01	3.947412e-02	7.642234e-01	1.917222e-02	4.125675e-01	1.438521e-02	7.153823e-01	7.423034e-03	Inf	NaN	9.870094e-01	7.505335e-02	8.872101e-01	1.221334e-03
9	64	9.000000e+00	0.000000e+00	7.939863e-01	1.820683e-02	4.840139e-01	2.950802e-02	5.078575e-01	2.651607e-02	4.902641e-01	2.719177e-02	7.939863e-01	1.820683e-02	6.041033e-01	3.435872e-02	5.704620e-01	3.802812e-02	5.505422e-01	3.651758e-02	7.939863e-01	1.820691e-02	4.430464e-01	2.668504e-02	7.359721e-01	1.460094e-02	Inf	NaN	1.053232e+00	7.038115e-02	9.566682e-01	1.118637e-03
10	64	1.000000e+01	0.000000e+00	7.724118e-01	1.908298e-02	4.354256e-01	2.342135e-02	4.969823e-01	2.217554e-02	4.613559e-01	2.126133e-02	7.724118e-01	1.908298e-02	6.062571e-01	3.422978e-02	5.714718e-01	3.803257e-02	5.420398e-01	3.814968e-02	7.724118e-01	1.908294e-02	4.289366e-01	1.686752e-02	7.287289e-01	1.194441e-02	Inf	NaN	1.058831e+00	7.217976e-02	9.568334e-01	1.201286e-03
20	64	2.000000e+01	0.000000e+00	8.157698e-01	2.819848e-02	5.910820e-01	6.079547e-02	5.848584e-01	5.623449e-02	5.773642e-01	5.699614e-02	8.157698e-01	2.819848e-02	5.680701e-01	2.684179e-02	5.053035e-01	3.108715e-02	3.233858e-01	2.217872e-02	8.157697e-01	2.819850e-02	4.956522e-01	4.843629e-02	7.776289e-01	3.026441e-02	Inf	NaN	1.190008e+00	7.477766e-02	1.075911e+00	1.326736e-03
30	64	3.000000e+01	0.000000e+00	8.462408e-01	2.653871e-02	6.608367e-01	7.049595e-02	6.214804e-01	4.760389e-02	6.247832e-01	5.310517e-02	8.462408e-01	2.653871e-02	5.600535e-01	2.432881e-02	4.762719e-01	2.984912e-02	2.718926e-01	2.495530e-02	8.462408e-01	2.653879e-02	5.431750e-01	4.410509e-02	7.984289e-01	2.578536e-02	Inf	NaN	1.261278e+00	6.655437e-02	1.132836e+00	1.270379e-03
40	64	4.000000e+01	0.000000e+00	8.489715e-01	2.840487e-02	6.571357e-01	7.102761e-02	6.218040e-01	5.001587e-02	6.226570e-01	5.521718e-02	8.489715e-01	2.840487e-02	5.400444e-01	2.274117e-02	4.359687e-01	2.896270e-02	1.961650e-01	1.602464e-02	8.489715e-01	2.840490e-02	5.453971e-01	4.888314e-02	7.988197e-01	2.711458e-02	Inf	NaN	1.296421e+00	6.715017e-02	1.153740e+00	1.264556e-03
50	64	5.000000e+01	0.000000e+00	8.520808e-01	2.351974e-02	6.928874e-01	7.300736e-02	6.317221e-01	5.335358e-02	6.412791e-01	5.799345e-02	8.520808e-01	2.351974e-02	5.359632e-01	1.841579e-02	4.191791e-01	2.487953e-02	1.769292e-01	1.877552e-02	8.520807e-01	2.351967e-02	5.546299e-01	4.685850e-02	8.037155e-01	2.849232e-02	Inf	NaN	1.323656e+00	5.592702e-02	1.159175e+00	1.195715e-03
60	64	6.000000e+01	0.000000e+00	8.605244e-01	2.454360e-02	7.090074e-01	7.703003e-02	6.434235e-01	5.273896e-02	6.528165e-01	5.782805e-02	8.605244e-01	2.454360e-02	5.296619e-01	1.916602e-02	4.011050e-01	2.592927e-02	1.603805e-01	1.881246e-02	8.605244e-01	2.454361e-02	5.672493e-01	4.938487e-02	8.102727e-01	2.818486e-02	Inf	NaN	1.338288e+00	6.072707e-02	1.179204e+00	1.278906e-03
70	64	7.000000e+01	0.000000e+00	8.666335e-01	2.635206e-02	7.204170e-01	6.450121e-02	6.656852e-01	5.781201e-02	6.755345e-01	5.969151e-02	8.666335e-01	2.635206e-02	5.255659e-01	1.715751e-02	3.813496e-01	2.390491e-02	1.295709e-01	1.306182e-02	8.666335e-01	2.635206e-02	5.851542e-01	5.581672e-02	8.221108e-01	3.084022e-02	Inf	NaN	1.380825e+00	5.804919e-02	1.204416e+00	1.330689e-03
100	64	1.000000e+02	0.000000e+00	8.727110e-01	2.432813e-02	7.347327e-01	6.884032e-02	6.824679e-01	5.244606e-02	6.865012e-01	5.200685e-02	8.727110e-01	2.432813e-02	5.175377e-01	1.536381e-02	3.507223e-01	2.291410e-02	1.145535e-01	1.397455e-02	8.727110e-01	2.432816e-02	5.989476e-01	5.139462e-02	8.311837e-01	2.797780e-02	Inf	NaN	1.401390e+00	5.512735e-02	1.220496e+00	1.291543e-03
200	64	2.000000e+02	0.000000e+00	8.910375e-01	3.005665e-02	7.845470e-01	7.581174e-02	7.268532e-01	6.324343e-02	7.356987e-01	6.531613e-02	8.910375e-01	3.005665e-02	5.070845e-01	1.181222e-02	2.877904e-01	2.092031e-02	7.716506e-02	1.210410e-02	8.910375e-01	3.005662e-02	6.461354e-01	6.783555e-02	8.546893e-01	3.379294e-02	Inf	NaN	1.472350e+00	4.898970e-02	1.276023e+00	1.317457e-03
