8	64	8.000000e+00	0.000000e+00	7.386830e-01	2.906904e-02	4.235326e-01	2.944697e-02	4.900551e-01	3.036657e-02	4.493198e-01	2.525933e-02	7.386830e-01	2.906904e-02	5.168890e-01	1.150130e-03	5.163592e-01	1.151807e-03	5.082178e-01	1.432416e-03	7.386830e-01	2.906910e-02	4.140799e-01	1.314202e-02	7.228442e-01	1.643539e-02	Inf	NaN	8.872666e-01	2.180885e-03	9.587773e-01	6.864710e-02
9	64	9.000000e+00	0.000000e+00	7.713838e-01	2.845814e-02	4.710581e-01	4.229632e-02	5.127679e-01	2.737273e-02	4.842996e-01	3.293018e-02	7.713838e-01	2.845814e-02	5.411243e-01	9.699104e-04	5.405657e-01	9.714899e-04	5.234146e-01	1.215084e-03	7.713838e-01	2.845817e-02	4.337324e-01	1.670961e-02	7.373101e-01	1.464465e-02	Inf	NaN	9.567161e-01	1.960276e-03	1.023186e+00	6.219259e-02
10	64	1.000000e+01	0.000000e+00	7.566322e-01	2.067078e-02	4.606211e-01	3.179920e-02	5.067504e-01	2.133562e-02	4.770178e-01	2.121016e-02	7.566322e-01	2.067078e-02	5.405567e-01	1.065809e-03	5.399226e-01	1.067691e-03	5.118133e-01	1.436897e-03	7.566322e-01	2.067077e-02	4.245320e-01	1.289646e-02	7.329277e-01	1.097120e-02	Inf	NaN	9.568905e-01	2.107213e-03	1.028942e+00	6.556948e-02
20	64	2.000000e+01	0.000000e+00	7.828800e-01	1.641806e-02	5.289510e-01	3.735194e-02	5.398387e-01	2.722501e-02	5.293402e-01	3.131580e-02	7.828800e-01	1.641806e-02	4.981483e-01	8.899226e-04	4.969484e-01	8.933341e-04	2.885276e-01	5.219579e-04	7.828800e-01	1.641802e-02	4.507873e-01	1.639189e-02	7.526006e-01	1.431220e-02	Inf	NaN	1.075972e+00	2.444191e-03	1.152862e+00	7.259494e-02
30	64	3.000000e+01	0.000000e+00	8.081736e-01	2.540234e-02	5.992018e-01	3.146054e-02	5.794193e-01	2.532603e-02	5.822674e-01	2.510799e-02	8.081736e-01	2.540234e-02	4.836281e-01	8.234792e-04	4.818795e-01	8.277556e-04	2.374703e-01	5.823085e-04	8.081736e-01	2.540232e-02	4.950085e-01	1.952736e-02	7.746448e-01	1.369677e-02	Inf	NaN	1.132913e+00	2.308919e-03	1.217659e+00	6.717626e-02
40	64	4.000000e+01	0.000000e+00	7.989937e-01	3.024120e-02	5.994488e-01	2.996814e-02	5.718440e-01	2.808639e-02	5.778567e-01	2.586498e-02	7.989937e-01	3.024120e-02	4.597497e-01	8.077606e-04	4.574344e-01	8.131368e-04	1.636943e-01	3.081284e-04	7.989937e-01	3.024120e-02	4.877751e-01	2.132644e-02	7.702479e-01	1.559367e-02	Inf	NaN	1.153829e+00	2.362144e-03	1.249612e+00	6.869439e-02
50	64	5.000000e+01	0.000000e+00	7.823833e-01	3.308509e-02	5.980455e-01	3.353110e-02	5.432272e-01	2.897031e-02	5.593389e-01	2.627382e-02	7.823833e-01	3.308509e-02	4.461282e-01	7.501320e-04	4.432213e-01	7.562193e-04	1.459463e-01	3.380554e-04	7.823833e-01	3.308509e-02	4.599156e-01	2.233250e-02	7.548105e-01	1.579008e-02	Inf	NaN	1.159279e+00	2.208372e-03	1.271719e+00	5.707700e-02
60	64	6.000000e+01	0.000000e+00	7.710965e-01	3.719424e-02	6.067835e-01	3.135566e-02	5.401329e-01	3.441199e-02	5.609415e-01	3.039857e-02	7.710965e-01	3.719424e-02	4.404785e-01	7.433196e-04	4.370266e-01	7.503707e-04	1.342301e-01	3.569065e-04	7.710965e-01	3.719420e-02	4.592401e-01	2.835037e-02	7.526723e-01	1.878876e-02	Inf	NaN	1.179306e+00	2.359280e-03	1.289178e+00	6.321880e-02
70	64	7.000000e+01	0.000000e+00	7.654547e-01	3.539564e-02	6.283804e-01	3.669301e-02	5.607430e-01	3.738293e-02	5.814802e-01	3.444312e-02	7.654547e-01	3.539564e-02	4.309283e-01	7.496089e-04	4.269764e-01	7.586474e-04	9.972949e-02	1.734466e-04	7.654547e-01	3.539563e-02	4.737189e-01	2.896867e-02	7.628984e-01	1.992888e-02	Inf	NaN	1.204539e+00	2.486229e-03	1.327551e+00	6.260525e-02
100	64	1.000000e+02	0.000000e+00	7.367600e-01	3.254238e-02	6.323559e-01	2.889959e-02	5.249118e-01	3.878851e-02	5.589971e-01	3.513411e-02	7.367600e-01	3.254238e-02	4.181620e-01	6.596579e-04	4.125143e-01	6.712703e-04	8.932568e-02	1.627540e-04	7.367600e-01	3.254237e-02	4.454660e-01	2.985545e-02	7.432000e-01	2.044875e-02	1.039205e+00	9.972287e-02	1.220642e+00	2.376958e-03	1.349644e+00	5.819937e-02
