8	64	8.000000e+00	0.000000e+00	8.323362e-01	1.528082e-02	5.396135e-01	1.181185e-02	5.735612e-01	1.694275e-02	5.504355e-01	1.479000e-02	8.323362e-01	1.528082e-02
9	64	9.000000e+00	0.000000e+00	8.324839e-01	1.525262e-02	5.395143e-01	1.239151e-02	5.736061e-01	1.672976e-02	5.504126e-01	1.483108e-02	8.324839e-01	1.525262e-02
10	64	1.000000e+01	0.000000e+00	8.456996e-01	1.453975e-02	5.471754e-01	1.311738e-02	5.896464e-01	1.596575e-02	5.656860e-01	1.321669e-02	8.456996e-01	1.453975e-02
11	64	1.100000e+01	0.000000e+00	8.586505e-01	1.250262e-02	5.657758e-01	1.119127e-02	5.918858e-01	1.707777e-02	5.761765e-01	1.330187e-02	8.586505e-01	1.250262e-02
12	64	1.200000e+01	0.000000e+00	8.521973e-01	1.399854e-02	5.652673e-01	1.163198e-02	5.834607e-01	1.810183e-02	5.709448e-01	1.374469e-02	8.521973e-01	1.399854e-02
13	64	1.300000e+01	0.000000e+00	8.590612e-01	1.329470e-02	5.686677e-01	1.084533e-02	5.911351e-01	1.790071e-02	5.769741e-01	1.360340e-02	8.590612e-01	1.329470e-02
14	64	1.400000e+01	0.000000e+00	8.311902e-01	1.541961e-02	5.293799e-01	4.230665e-02	5.159545e-01	3.208534e-02	5.075188e-01	3.485879e-02	8.311902e-01	1.541961e-02
15	64	1.500000e+01	0.000000e+00	8.595043e-01	1.333324e-02	5.679393e-01	1.079673e-02	5.914048e-01	1.793186e-02	5.768081e-01	1.376080e-02	8.595043e-01	1.333324e-02
16	64	1.600000e+01	0.000000e+00	8.545548e-01	2.131357e-02	6.224228e-01	1.881725e-02	6.337273e-01	3.742770e-02	6.205349e-01	3.006532e-02	8.545548e-01	2.131357e-02
17	64	1.700000e+01	0.000000e+00	8.548476e-01	2.081790e-02	6.219297e-01	1.878540e-02	6.336270e-01	3.691957e-02	6.203867e-01	2.973849e-02	8.548476e-01	2.081790e-02
18	64	1.800000e+01	0.000000e+00	8.528228e-01	1.400987e-02	5.483586e-01	1.375905e-02	5.922033e-01	1.649816e-02	5.666766e-01	1.401344e-02	8.528228e-01	1.400987e-02
19	64	1.900000e+01	0.000000e+00	8.639025e-01	1.320166e-02	6.315843e-01	3.651203e-02	6.342392e-01	2.642398e-02	6.267047e-01	2.693144e-02	8.639025e-01	1.320166e-02
20	64	2.000000e+01	0.000000e+00	8.626234e-01	1.941541e-02	6.298871e-01	2.006783e-02	6.517814e-01	3.447874e-02	6.335906e-01	2.875025e-02	8.626234e-01	1.941541e-02
