136
null	0
8190913	1
3730646	2
3731002	3
4040200	4
4630200	5
8870424	6
3250857	7
910928	8
730646	9
9350114	10
7790743	11
5370200	12
9350930	13
3950729	14
9350700	15
8190765	16
7790841	17
3950371	18
8871007	19
9040857	20
8190888	21
3730004	22
7980973	23
7790937	24
4880973	25
1030292	26
5370043	27
250200	28
3950043	29
1760973	30
3731023	31
1030282	32
7310765	33
8190942	34
1030857	35
7310601	36
8190519	37
8190646	38
9350043	39
3730200	40
9040969	41
3470200	42
3470752	43
7790913	44
7790969	45
9710752	46
5370877	47
9710770	48
2760857	49
2760964	50
6760601	51
8870580	52
2760752	53
9710071	54
9710864	55
2760770	56
9710920	57
9710872	58
2760928	59
7790888	60
5231023	61
8190829	62
2760580	63
7790752	64
7790894	65
4910200	66
2760741	67
9710371	68
7790371	69
8870043	70
2760371	71
8790857	72
7310564	73
3730765	74
8190371	75
8190741	76
9710414	77
8870772	78
9711023	79
3470857	80
8190770	81
2760743	82
9710857	83
7090973	84
3730829	85
3730601	86
6760857	87
8190043	88
3730404	89
3731010	90
730560	91
730580	92
8190964	93
3730241	94
8190877	95
2370973	96
730857	97
9350765	98
8711023	99
8190071	100
730371	101
3471023	102
3470043	103
9040580	104
3470743	105
9350580	106
1940652	107
5110471	108
5110652	109
7310471	110
6270652	111
7310652	112
7310635	113
7310404	114
7790770	115
7790857	116
7790741	117
2760043	118
7790580	119
3470580	120
730741	121
7790043	122
2760930	123
8870741	124
9710422	125
730928	126
7790964	127
9040043	128
2760924	129
8190930	130
2760071	131
730043	132
730969	133
3730519	134
6990481	135
