295
null	0
8190560	1
3730993	2
8190646	3
3730928	4
7310200	5
1030292	6
7980973	7
3731002	8
4630200	9
1030282	10
3730241	11
9350770	12
8190894	13
6760601	14
7310601	15
3250857	16
8870770	17
3930519	18
8190404	19
8190961	20
4990857	21
5370841	22
8870969	23
9350772	24
7790200	25
4720200	26
7790969	27
8190687	28
3471023	29
3731023	30
7790937	31
8870942	32
730969	33
730519	34
4880973	35
5371023	36
4040200	37
5370519	38
5370200	39
7310646	40
250200	41
8190857	42
1031002	43
1030638	44
1030857	45
1030993	46
1031010	47
8190700	48
8190177	49
4630580	50
8190913	51
4720857	52
9350942	53
1760973	54
7310177	55
5370571	56
7790424	57
7310371	58
7310700	59
3730200	60
7310765	61
5370404	62
3700205	63
8190942	64
3700969	65
9710205	66
9710743	67
6990481	68
9710969	69
3700770	70
2760580	71
4720969	72
9710752	73
9350564	74
3230560	75
7790961	76
6350765	77
6350857	78
4911023	79
7790741	80
7310829	81
6760942	82
2760964	83
8710519	84
3700741	85
9350371	86
8190519	87
9040580	88
8870580	89
8870043	90
9710580	91
9710071	92
10110857	93
5370829	94
3700200	95
9710864	96
3700743	97
2760770	98
9710920	99
9350560	100
3700857	101
9040857	102
3470422	103
7790894	104
7790888	105
6990200	106
9710519	107
9710414	108
7790896	109
8190770	110
2760741	111
9710371	112
9710496	113
2080770	114
2760894	115
730371	116
730741	117
9710741	118
3950896	119
3700580	120
6660930	121
2760772	122
730924	123
7090973	124
6350404	125
730928	126
7530857	127
2760743	128
2760928	129
3730700	130
3730004	131
8190829	132
3230205	133
5231023	134
8870560	135
3730765	136
3950960	137
2760043	138
8190969	139
8190371	140
9350928	141
9350752	142
3230519	143
3470043	144
9710772	145
4630857	146
9710006	147
9710782	148
3951002	149
9710857	150
7310404	151
2760896	152
3950888	153
3700422	154
9350519	155
2760560	156
8710752	157
9350741	158
3730829	159
3730981	160
3730404	161
9350601	162
3730580	163
8190752	164
6350601	165
1030829	166
6760765	167
230857	168
9350743	169
5370071	170
6760857	171
7310877	172
3930857	173
3730646	174
730560	175
3730519	176
9040772	177
2370973	178
9350930	179
3730601	180
3730114	181
5370741	182
8191023	183
9350924	184
2760752	185
8190580	186
730200	187
7310266	188
8190772	189
9350880	190
2760888	191
5370371	192
6660857	193
9350888	194
4630913	195
3230880	196
2760006	197
8870424	198
7790752	199
7790770	200
7790371	201
2760414	202
2760924	203
3470857	204
8190071	205
3730877	206
8190652	207
7310669	208
5370877	209
3470580	210
8190964	211
8190896	212
4720371	213
5110560	214
6270652	215
7310471	216
7310635	217
7310652	218
5110652	219
1940652	220
10140652	221
7310564	222
5110635	223
7790772	224
7790857	225
8190741	226
8870772	227
2760371	228
3230212	229
8711023	230
3470987	231
2760071	232
9711002	233
2760422	234
9710043	235
7791007	236
8870924	237
3230422	238
730870	239
7790964	240
2760930	241
3700772	242
3470772	243
9710422	244
730743	245
520969	246
8870888	247
730770	248
9710930	249
7790519	250
8870422	251
8190930	252
730857	253
5370743	254
5370772	255
2760969	256
2760646	257
2761007	258
2760960	259
730880	260
730646	261
8870743	262
3700519	263
730580	264
730043	265
730964	266
910857	267
730772	268
730071	269
730812	270
8191007	271
730212	272
3471007	273
8710857	274
5370043	275
8550857	276
730752	277
8190877	278
730888	279
731007	280
7790870	281
730961	282
4720772	283
3731010	284
5370930	285
6770857	286
6761023	287
3730229	288
1030877	289
7310161	290
6760646	291
3730177	292
8190419	293
5110471	294
