294
null	0
8190913	1
4630928	2
3730646	3
3731002	4
4040200	5
4630200	6
8191023	7
8870424	8
4720857	9
8190894	10
3250857	11
9350646	12
910928	13
730646	14
3930519	15
9350114	16
7790743	17
5370200	18
9350930	19
5370841	20
3950729	21
9350700	22
8190765	23
7790841	24
3950371	25
8871007	26
9040857	27
8190888	28
3730004	29
7980973	30
7790937	31
730200	32
910519	33
4880973	34
1030292	35
5371023	36
5370043	37
250200	38
3950043	39
1760973	40
3731023	41
1030200	42
1030282	43
1030646	44
7310765	45
8190942	46
1030857	47
1030638	48
7310601	49
8190519	50
1030993	51
8190646	52
1940973	53
5370729	54
9350043	55
5110004	56
7310371	57
7310700	58
3730200	59
5370829	60
1031010	61
730961	62
3700205	63
9710646	64
9710743	65
8870560	66
9040969	67
3470200	68
3470752	69
3470894	70
3700770	71
2080770	72
7790913	73
7790969	74
4720544	75
9710752	76
5370877	77
9710770	78
8710770	79
2760857	80
6350601	81
6760942	82
2760964	83
8710857	84
1030829	85
6760601	86
8870580	87
2761007	88
2760752	89
730770	90
9710580	91
9710071	92
10110857	93
9710969	94
9710864	95
2760770	96
9710920	97
9710872	98
9350560	99
3700857	100
9710205	101
2760928	102
7790888	103
9710923	104
5231023	105
9710519	106
7790687	107
9710741	108
8190829	109
3730993	110
2760580	111
7790752	112
7790894	113
4910200	114
2760741	115
8870924	116
9711002	117
9710371	118
3700580	119
7790371	120
8870043	121
6350404	122
8190896	123
2760371	124
2760772	125
3730700	126
8790857	127
7310564	128
5370741	129
3700741	130
2760646	131
8190937	132
3730765	133
6760646	134
8190371	135
910857	136
8190741	137
9710414	138
9350880	139
2760960	140
8870772	141
9711023	142
3470857	143
8190770	144
9710782	145
3950960	146
2760743	147
9710857	148
3700422	149
5370772	150
8190772	151
7090973	152
2760894	153
9350741	154
3730829	155
8190960	156
8190973	157
3730601	158
7310161	159
7310669	160
6760857	161
8190043	162
3730404	163
3730981	164
7310877	165
3731010	166
730560	167
8870870	168
730580	169
8190964	170
9710772	171
7790516	172
9350071	173
3730241	174
8190877	175
6350765	176
3730877	177
3730114	178
2370973	179
3730928	180
730071	181
8190969	182
8190752	183
730857	184
9350765	185
4990857	186
2760560	187
8711023	188
8190687	189
5370071	190
7310829	191
9350888	192
4910481	193
8190071	194
730371	195
3930961	196
3730229	197
3471023	198
9710006	199
9350752	200
9710496	201
3470043	202
9040580	203
2760414	204
730930	205
2760872	206
3470743	207
6350857	208
9350580	209
3730043	210
5110560	211
1940652	212
5110471	213
5110652	214
5110635	215
7310471	216
6270652	217
7310652	218
7310266	219
7310635	220
7310404	221
7790770	222
7790772	223
7790857	224
7790741	225
7790870	226
2760043	227
3470987	228
4720200	229
7790580	230
3470580	231
9710043	232
730741	233
730212	234
8870422	235
8190560	236
6660043	237
7790043	238
2760930	239
730812	240
2760422	241
8870741	242
3470422	243
9710422	244
730880	245
3700519	246
730924	247
730870	248
3230422	249
730928	250
7790964	251
3470924	252
9040772	253
9040043	254
4630580	255
3470414	256
2760924	257
5370930	258
2760006	259
9350743	260
7790519	261
3470205	262
730519	263
8190930	264
9350924	265
5370371	266
2760071	267
5370743	268
730043	269
9710200	270
730752	271
730422	272
730964	273
730969	274
5370580	275
730888	276
3470772	277
731007	278
730743	279
4630857	280
9710930	281
2760969	282
730772	283
230872	284
230857	285
6660930	286
3730519	287
6761023	288
9350564	289
1030877	290
3730177	291
6760481	292
6990481	293
